Lab2
Xisense
V=1.1835 V
T=300 K
Number of samples to read: 262144
Number of spectrums to average: 10
Start f for ave: 2000    f range: 2000
S.D.; Cross over t; Cross over t and f
Tableau: 
2.4324069E-8	2.4208412E-8	2.3339162E-8
1.6923470E-8	2.3494276E-8	2.3068882E-8
1.3876965E-8	2.3270248E-8	2.2989441E-8
1.2136654E-8	2.3285084E-8	2.3077241E-8
1.0969223E-8	2.3179560E-8	2.3013099E-8
1.0069047E-8	2.2987358E-8	2.2849250E-8
9.3675692E-9	2.2889718E-8	2.2771319E-8
8.8264392E-9	2.3050784E-8	2.2947465E-8
8.3898350E-9	2.3338445E-8	2.3245978E-8
8.0616269E-9	2.3336198E-8	2.3252291E-8
7.7362017E-9	2.3248837E-8	2.3172642E-8
