Lab2
Xisense
V=0.1489 V
T=300 K
Number of samples to read: 262144
Number of spectrums to average: 10
Start f for ave: 2000    f range: 2000
S.D.; Cross over t; Cross over t and f
Tableau: 
4.1421864E-9	4.4320272E-9	3.4135871E-9
2.8683861E-9	3.9210772E-9	3.3863079E-9
2.3677906E-9	3.7215751E-9	3.3679991E-9
2.0708866E-9	3.6337579E-9	3.3688699E-9
1.8632713E-9	3.5728404E-9	3.3655015E-9
1.7022373E-9	3.5144522E-9	3.3458315E-9
1.5888020E-9	3.4870606E-9	3.3434545E-9
1.4917641E-9	3.4531114E-9	3.3257810E-9
1.4117339E-9	3.4334682E-9	3.3222006E-9
1.3463571E-9	3.4317508E-9	3.3314426E-9
1.2874743E-9	3.4175745E-9	3.3270676E-9
