Lab2
Xisense
V=0.7368 V
T=300 K
Number of samples to read: 262144
Number of spectrums to average: 10
Start f for ave: 2000    f range: 2000
S.D.; Cross over t; Cross over t and f
Tableau: 
1.7059229E-8	1.7285748E-8	1.6429522E-8
1.2243787E-8	1.6906448E-8	1.6483970E-8
1.0072389E-8	1.6652017E-8	1.6383116E-8
8.9110780E-9	1.6529014E-8	1.6326555E-8
7.9691514E-9	1.6397046E-8	1.6236928E-8
7.1900669E-9	1.6349528E-8	1.6213878E-8
6.7159279E-9	1.6331520E-8	1.6213898E-8
6.3371490E-9	1.6317358E-8	1.6212534E-8
5.9919593E-9	1.6323037E-8	1.6227984E-8
5.7102246E-9	1.6331177E-8	1.6246000E-8
5.4371038E-9	1.6318900E-8	1.6242052E-8
