Lab2
Xisense
V=0.2142 V
T=300 K
Number of samples to read: 262144
Number of spectrums to average: 10
Start f for ave: 2000    f range: 2000
S.D.; Cross over t; Cross over t and f
Tableau: 
5.5581972E-9	5.7499508E-9	4.7730376E-9
4.0730665E-9	5.3534550E-9	4.8335942E-9
3.2942650E-9	5.1572110E-9	4.8147116E-9
2.9034174E-9	5.1071412E-9	4.8641513E-9
2.5930690E-9	5.0523573E-9	4.8581808E-9
2.3873840E-9	5.0154647E-9	4.8509616E-9
2.1920494E-9	4.9729300E-9	4.8313001E-9
2.0583084E-9	4.9584297E-9	4.8359567E-9
1.9386893E-9	4.9471062E-9	4.8398512E-9
1.8425141E-9	4.9231991E-9	4.8270402E-9
1.7506553E-9	4.9109485E-9	4.8245683E-9
