Lab2
Xisense
V=0.6201 V
T=300 K
Number of samples to read: 262144
Number of spectrums to average: 10
Start f for ave: 2000    f range: 2000
S.D.; Cross over t; Cross over t and f
Tableau: 
1.5185306E-8	1.5127666E-8	1.4240322E-8
1.0968468E-8	1.4780702E-8	1.4345885E-8
8.8481412E-9	1.4411482E-8	1.4128345E-8
7.6404538E-9	1.4327309E-8	1.4113764E-8
6.9221435E-9	1.4236840E-8	1.4062953E-8
6.3675185E-9	1.4202671E-8	1.4057236E-8
5.9328797E-9	1.4146642E-8	1.4021975E-8
5.5219068E-9	1.4148260E-8	1.4039167E-8
5.1535491E-9	1.4143462E-8	1.4043999E-8
4.8912809E-9	1.4085660E-8	1.3995635E-8
4.6267038E-9	1.4019630E-8	1.3938031E-8
