Lab2
Xisense
V=0.5375 V
T=300 K
Number of samples to read: 262144
Number of spectrums to average: 10
Start f for ave: 2000    f range: 2000
S.D.; Cross over t; Cross over t and f
Tableau: 
1.2575089E-8	1.2860834E-8	1.1963836E-8
8.9966132E-9	1.2452408E-8	1.2001429E-8
7.4423018E-9	1.2167890E-8	1.1874540E-8
6.5007774E-9	1.2119047E-8	1.1900637E-8
5.7985479E-9	1.2080291E-8	1.1906324E-8
5.3235204E-9	1.2079578E-8	1.1933930E-8
4.9345068E-9	1.2093887E-8	1.1968691E-8
4.6782402E-9	1.2115905E-8	1.2006411E-8
4.4418755E-9	1.2087599E-8	1.1989638E-8
4.2614536E-9	1.2064959E-8	1.1978931E-8
4.1035884E-9	1.2051912E-8	1.1972851E-8
