Lab2
Xisense
V=0.0496 V
T=300 K
Number of samples to read: 262144
Number of spectrums to average: 10
Start f for ave: 2000    f range: 2000
S.D.; Cross over t; Cross over t and f
Tableau: 
1.8799110E-9	2.1901321E-9	1.0775376E-9
1.2775702E-9	1.7503659E-9	1.0567056E-9
1.0289032E-9	1.5638016E-9	1.0621937E-9
8.8827789E-10	1.4451031E-9	1.0560533E-9
8.0216512E-10	1.3690491E-9	1.0551216E-9
7.4960255E-10	1.3191440E-9	1.0577886E-9
7.0448981E-10	1.2854121E-9	1.0585735E-9
6.6515707E-10	1.2569537E-9	1.0561174E-9
6.3997681E-10	1.2370953E-9	1.0600659E-9
6.1327582E-10	1.2206349E-9	1.0621099E-9
5.8552778E-10	1.2051965E-9	1.0617338E-9
