Lab1
Xisense
R=50 kOhm
T=300 K
Number of samples to read: 262144
Number of spectrums to average: 10
Start f for ave: 5000    f range: 2000
S.D.; Cross over t; Cross over t and f
Tableau: 
7.6244689E-10	7.7401935E-10	7.5672604E-10
5.5022529E-10	7.7259701E-10	7.5985227E-10
4.5480918E-10	7.6628154E-10	7.5906514E-10
3.8809531E-10	7.5589696E-10	7.5116924E-10
3.4648776E-10	7.5279860E-10	7.4931942E-10
3.1567031E-10	7.5133127E-10	7.4861669E-10
2.9207994E-10	7.4820313E-10	7.4597955E-10
2.7320356E-10	7.4421278E-10	7.4233604E-10
2.5607677E-10	7.4426981E-10	7.4267346E-10
2.4102606E-10	7.4200750E-10	7.4060578E-10
2.2837866E-10	7.4212135E-10	7.4086538E-10
