Lab1
Xisense
R=100 kOhm
T=300 K
Number of samples to read: 262144
Number of spectrums to average: 10
Start f for ave: 5000    f range: 2000
S.D.; Cross over t; Cross over t and f
Tableau: 
1.1982017E-9	1.2119118E-9	1.2009140E-9
8.3171571E-10	1.1999847E-9	1.1945447E-9
6.8271353E-10	1.1966260E-9	1.1930529E-9
5.9791130E-10	1.1962711E-9	1.1936113E-9
5.3917133E-10	1.1979052E-9	1.1957422E-9
4.9557171E-10	1.1960163E-9	1.1942287E-9
4.5953951E-10	1.1997148E-9	1.1981453E-9
4.3504862E-10	1.2002882E-9	1.1989389E-9
4.1276860E-10	1.2034110E-9	1.2022142E-9
3.9202106E-10	1.2049081E-9	1.2038312E-9
3.7163902E-10	1.2054254E-9	1.2044477E-9
