Lab1
Xisense
R=20 kOhm
T=300 K
Number of samples to read: 262144
Number of spectrums to average: 10
Start f for ave: 5000    f range: 2000
S.D.; Cross over t; Cross over t and f
Tableau: 
3.3086686E-10	3.2518129E-10	3.1374922E-10
2.3405405E-10	3.2395228E-10	3.1654274E-10
1.9100888E-10	3.2125305E-10	3.1606276E-10
1.6598024E-10	3.2179791E-10	3.1760856E-10
1.4828412E-10	3.2009745E-10	3.1699860E-10
1.3640941E-10	3.1875064E-10	3.1625188E-10
1.2504627E-10	3.1728981E-10	3.1523384E-10
1.1604033E-10	3.1543534E-10	3.1367103E-10
1.0957121E-10	3.1416969E-10	3.1262956E-10
1.0357322E-10	3.1349692E-10	3.1214238E-10
9.8848123E-11	3.1293869E-10	3.1172771E-10
