Lab1
Xisense
R=50 Ohm
T=300 K
Number of samples to read: 262144
Number of spectrums to average: 10
Start f for ave: 5000    f range: 2000
S.D.; Cross over t; Cross over t and f
Tableau: 
1.5746289E-11	1.9389631E-11	6.1736055E-12
1.3798738E-11	1.9344813E-11	1.0405384E-11
1.0573291E-11	1.6223769E-11	9.5887069E-12
1.3794598E-11	2.0655759E-11	1.5526632E-11
1.2371311E-11	2.1605301E-11	1.7286587E-11
1.0690758E-11	1.9172294E-11	1.5503034E-11
9.6833276E-12	1.7708273E-11	1.4509445E-11
8.7638048E-12	1.6303163E-11	1.3498977E-11
8.0379274E-12	1.5171455E-11	1.2614324E-11
7.4552153E-12	1.4286872E-11	1.1979387E-11
6.9557135E-12	1.3513197E-11	1.1389466E-11
