Lab1
Xisense
R=500 Ohm
T=300 K
Number of samples to read: 262144
Number of spectrums to average: 10
Start f for ave: 7000    f range: 2000
S.D.; Cross over t; Cross over t and f
Tableau: 
2.2267721E-11	2.2569600E-11	7.8167450E-12
1.5842582E-11	1.7650035E-11	7.8362034E-12
1.2313126E-11	1.5214091E-11	7.7922400E-12
1.0362825E-11	1.3733435E-11	7.8305823E-12
9.1060437E-12	1.2697833E-11	7.7180704E-12
8.4747407E-12	1.2130032E-11	7.8631381E-12
7.9762603E-12	1.1672073E-11	7.9698803E-12
8.0210839E-12	1.1282181E-11	8.0445582E-12
7.5732628E-12	1.0899552E-11	7.9956939E-12
7.3229038E-12	1.0588916E-11	7.9297547E-12
7.6592150E-12	1.0421910E-11	8.0212186E-12
