Lab1
Xisense
R=20 Ohm
T=300 K
Number of samples to read: 262144
Number of spectrums to average: 10
Start f for ave: 5000    f range: 2000
S.D.; Cross over t; Cross over t and f
Tableau: 
1.5981098E-11	1.9572853E-11	5.9253199E-12
1.0325070E-11	1.4840655E-11	5.7402415E-12
8.3487188E-12	1.2636884E-11	5.6050060E-12
7.2762059E-12	1.1296771E-11	5.5513542E-12
6.6299004E-12	1.0389241E-11	5.5985606E-12
6.1461769E-12	9.7305271E-12	5.5459432E-12
5.9021351E-12	9.2220897E-12	5.6098227E-12
6.1929274E-12	8.8508094E-12	5.5912229E-12
5.9672429E-12	8.5461361E-12	5.5900256E-12
5.7306484E-12	8.3172802E-12	5.5847969E-12
5.6968901E-12	8.1256590E-12	5.6103818E-12
