Lab1
Xisense
R=5 Ohm
T=300 K
Number of samples to read: 262144
Number of spectrums to average: 10
Start f for ave: 5000    f range: 2000
S.D.; Cross over t; Cross over t and f
Tableau: 
2.0216459E-11	2.2956149E-11	9.3017400E-12
1.2803649E-11	1.8038924E-11	9.1718030E-12
1.0078579E-11	1.5508177E-11	8.8442688E-12
8.6459019E-12	1.3831211E-11	8.5342877E-12
7.6050810E-12	1.2596899E-11	8.1576305E-12
6.8642508E-12	1.1750989E-11	7.9298469E-12
6.7571278E-12	1.1042496E-11	7.6910629E-12
6.5400198E-12	1.0515248E-11	7.5097058E-12
6.2793310E-12	1.0144756E-11	7.4340268E-12
6.1411813E-12	9.9408158E-12	7.4822736E-12
6.1918793E-12	9.7034930E-12	7.4546355E-12
