Lab1
Xisense
R=10 Ohm
T=300 K
Number of samples to read: 262144
Number of spectrums to average: 10
Start f for ave: 5000    f range: 2000
S.D.; Cross over t; Cross over t and f
Tableau: 
1.6795511E-11	2.0325517E-11	7.3102481E-12
1.5168264E-11	2.1350217E-11	1.2821179E-11
1.1310969E-11	1.7231473E-11	1.1056584E-11
1.3238394E-11	1.9391905E-11	1.4661556E-11
1.3036102E-11	2.3559540E-11	1.9793496E-11
1.1396389E-11	2.1342188E-11	1.8093707E-11
1.0143200E-11	1.9474208E-11	1.6636032E-11
9.1893508E-12	1.8005659E-11	1.5497524E-11
8.4102287E-12	1.6754583E-11	1.4466218E-11
7.8399657E-12	1.5780992E-11	1.3694034E-11
7.2972991E-12	1.4925916E-11	1.3014414E-11
